time,cpu,mem,disk,disk_io,network,gpu load,gpu memutil
2021-02-22 03:35:55.275470,3.1,2732.97265625,10928.12109375,"{'rc': 0, 'wc': 327, 'rb': 0, 'wb': 34643968}","{'sent': -198393759.6861372, 'recv': -27887421394.90561}",82.0,10.255779636005903
2021-02-22 03:35:57.369461,3.1,2733.0,10928.12109375,"{'rc': 0, 'wc': 329, 'rb': 0, 'wb': 34668544}","{'sent': -198393759.68578243, 'recv': -27887421394.873222}",77.0,10.255779636005903
2021-02-22 03:35:59.462696,3.1,2733.02734375,10928.12109375,"{'rc': 0, 'wc': 329, 'rb': 0, 'wb': 34668544}","{'sent': -198393759.68542767, 'recv': -27887421394.840836}",86.0,10.255779636005903
2021-02-22 03:36:01.558201,3.0,2733.171875,10928.12109375,"{'rc': 0, 'wc': 329, 'rb': 0, 'wb': 34668544}","{'sent': -198393759.6833706, 'recv': -27887421394.807243}",77.0,10.255779636005903
2021-02-22 03:36:03.654392,3.0,2732.90234375,10928.12109375,"{'rc': 0, 'wc': 361, 'rb': 0, 'wb': 34807808}","{'sent': -198393759.68301582, 'recv': -27887421394.7748}",82.0,10.255779636005903
2021-02-22 03:36:05.751903,3.1,2734.1015625,10928.12109375,"{'rc': 0, 'wc': 361, 'rb': 0, 'wb': 34807808}","{'sent': -198393759.68266106, 'recv': -27887421394.742584}",85.0,10.255779636005903
2021-02-22 03:36:07.845433,3.1,2734.49609375,10928.12109375,"{'rc': 0, 'wc': 363, 'rb': 0, 'wb': 34832384}","{'sent': -198393759.6809597, 'recv': -27887421394.71151}",57.99999999999999,10.255779636005903
2021-02-22 03:36:09.936635,3.2,2735.7890625,10928.12109375,"{'rc': 0, 'wc': 363, 'rb': 0, 'wb': 34832384}","{'sent': -198393759.67900848, 'recv': -27887421394.680824}",89.0,10.255779636005903
2021-02-22 03:36:12.030530,3.1,2735.875,10928.12109375,"{'rc': 0, 'wc': 401, 'rb': 0, 'wb': 35004416}","{'sent': -198393759.6771469, 'recv': -27887421394.64896}",70.0,10.255779636005903
2021-02-22 03:36:14.125424,3.1,2735.5703125,10928.12109375,"{'rc': 0, 'wc': 403, 'rb': 0, 'wb': 35028992}","{'sent': -198393759.67679214, 'recv': -27887421394.616287}",86.0,10.255779636005903
2021-02-22 03:36:16.218472,3.1,2735.640625,10928.12109375,"{'rc': 0, 'wc': 403, 'rb': 0, 'wb': 35028992}","{'sent': -198393759.67643738, 'recv': -27887421394.586132}",64.0,10.255779636005903
2021-02-22 03:36:18.311763,3.1,2735.4921875,10928.12109375,"{'rc': 0, 'wc': 407, 'rb': 0, 'wb': 35049472}","{'sent': -198393759.6760826, 'recv': -27887421394.556664}",89.0,10.255779636005903
2021-02-22 03:36:20.404971,3.1,2735.6171875,10928.12109375,"{'rc': 0, 'wc': 407, 'rb': 0, 'wb': 35049472}","{'sent': -198393759.67572784, 'recv': -27887421394.526623}",64.0,10.255779636005903
2021-02-22 03:36:22.500570,3.1,2735.37890625,10928.12109375,"{'rc': 0, 'wc': 407, 'rb': 0, 'wb': 35049472}","{'sent': -198393759.67537308, 'recv': -27887421394.495438}",88.0,10.255779636005903
2021-02-22 03:36:24.591916,3.1,2734.73046875,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.6751957, 'recv': -27887421394.461735}",83.0,10.255779636005903
2021-02-22 03:36:26.684876,3.1,2735.0625,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.67484093, 'recv': -27887421394.429234}",89.0,10.255779636005903
2021-02-22 03:36:28.776832,3.1,2735.14453125,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.67448616, 'recv': -27887421394.398335}",91.0,10.255779636005903
2021-02-22 03:36:30.871200,3.1,2734.08203125,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.6741314, 'recv': -27887421394.36566}",89.0,10.255779636005903
2021-02-22 03:36:32.963768,3.1,2734.64453125,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.67377663, 'recv': -27887421394.334934}",90.0,10.255779636005903
2021-02-22 03:36:35.057063,3.1,2734.88671875,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.67334366, 'recv': -27887421394.305923}",89.0,10.255779636005903
2021-02-22 03:36:37.151666,3.1,2735.3046875,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.6729889, 'recv': -27887421394.275482}",88.0,10.255779636005903
2021-02-22 03:36:39.245615,3.1,2735.6015625,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.67263412, 'recv': -27887421394.244926}",91.0,10.255779636005903
2021-02-22 03:36:41.339560,3.1,2735.4609375,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.67227936, 'recv': -27887421394.21128}",88.0,10.255779636005903
2021-02-22 03:36:43.432564,3.1,2735.27734375,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.67186165, 'recv': -27887421394.176888}",76.0,10.255779636005903
2021-02-22 03:36:45.525665,3.1,2734.90234375,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.6712246, 'recv': -27887421394.14507}",88.0,10.255779636005903
2021-02-22 03:36:47.618701,3.0,2735.1953125,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.67086983, 'recv': -27887421394.113655}",73.0,10.255779636005903
2021-02-22 03:36:49.712558,3.1,2735.91796875,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.67051506, 'recv': -27887421394.0835}",81.0,10.255779636005903
2021-02-22 03:36:51.805777,3.0,2734.92578125,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.66863537, 'recv': -27887421394.051968}",61.0,10.255779636005903
2021-02-22 03:36:53.898824,3.1,2735.21484375,10928.12109375,"{'rc': 0, 'wc': 416, 'rb': 0, 'wb': 35094528}","{'sent': -198393759.6682806, 'recv': -27887421394.020954}",89.0,10.255779636005903
2021-02-22 03:36:55.992467,3.1,2735.30859375,10928.12109375,"{'rc': 0, 'wc': 446, 'rb': 0, 'wb': 35241984}","{'sent': -198393759.66782665, 'recv': -27887421393.98931}",82.0,10.255779636005903
2021-02-22 03:36:58.083767,3.0,2737.80859375,10928.12109375,"{'rc': 0, 'wc': 446, 'rb': 0, 'wb': 35241984}","{'sent': -198393759.6674719, 'recv': -27887421393.95767}",85.0,10.255779636005903
2021-02-22 03:37:00.180058,3.0,2738.45703125,10928.12109375,"{'rc': 0, 'wc': 446, 'rb': 0, 'wb': 35241984}","{'sent': -198393759.66706562, 'recv': -27887421393.924595}",64.0,10.255779636005903
2021-02-22 03:37:02.273975,3.0,2737.46875,10928.12109375,"{'rc': 0, 'wc': 449, 'rb': 0, 'wb': 35258368}","{'sent': -198393759.66688824, 'recv': -27887421393.891293}",89.0,10.255779636005903
2021-02-22 03:37:04.366702,3.1,2737.1875,10928.12109375,"{'rc': 0, 'wc': 449, 'rb': 0, 'wb': 35258368}","{'sent': -198393759.66653347, 'recv': -27887421393.86005}",84.0,10.255779636005903
2021-02-22 03:37:06.459654,3.1,2736.77734375,10928.12109375,"{'rc': 0, 'wc': 449, 'rb': 0, 'wb': 35258368}","{'sent': -198393759.66465378, 'recv': -27887421393.828518}",89.0,10.255779636005903
2021-02-22 03:37:08.552771,3.1,2736.22265625,10928.12109375,"{'rc': 0, 'wc': 449, 'rb': 0, 'wb': 35258368}","{'sent': -198393759.664299, 'recv': -27887421393.79493}",90.0,10.255779636005903
2021-02-22 03:37:10.646812,3.1,2736.69921875,10928.12109375,"{'rc': 0, 'wc': 479, 'rb': 0, 'wb': 35405824}","{'sent': -198393759.66394424, 'recv': -27887421393.761112}",88.0,10.255779636005903
2021-02-22 03:37:12.738900,3.1,2736.03125,10928.12109375,"{'rc': 0, 'wc': 479, 'rb': 0, 'wb': 35405824}","{'sent': -198393759.66358948, 'recv': -27887421393.72741}",88.0,10.255779636005903
2021-02-22 03:37:14.835160,4.3,2735.59765625,10928.12109375,"{'rc': 0, 'wc': 479, 'rb': 0, 'wb': 35405824}","{'sent': -198393759.66257477, 'recv': -27887421393.693764}",91.0,10.255779636005903
2021-02-22 03:37:16.928890,4.2,2735.35546875,10928.12109375,"{'rc': 0, 'wc': 483, 'rb': 0, 'wb': 35475456}","{'sent': -198393759.62833214, 'recv': -27887421393.656197}",90.0,10.255779636005903
2021-02-22 03:37:19.022840,3.8,2764.0390625,10928.12109375,"{'rc': 0, 'wc': 483, 'rb': 0, 'wb': 35475456}","{'sent': -198393759.59355354, 'recv': -27887421393.618317}",56.00000000000001,10.255779636005903
2021-02-22 03:37:21.122356,3.9,2765.578125,10928.12109375,"{'rc': 0, 'wc': 612, 'rb': 0, 'wb': 101834752}","{'sent': -198393759.51709366, 'recv': -27887421393.581123}",91.0,10.255779636005903
2021-02-22 03:37:23.216670,4.3,2764.93359375,10928.12109375,"{'rc': 0, 'wc': 614, 'rb': 0, 'wb': 101842944}","{'sent': -198393759.48272324, 'recv': -27887421393.543816}",62.0,10.255779636005903
